ID	lon	lat	DOC	POC	discharge	QlagDOC	QlagPOC	FID_1
776230	-146.975	66.475	NA	NA	149.723919	NA	NA	NA
776231	-146.925	66.475	NA	NA	143.996803	NA	NA	NA
776232	-146.875	66.475	NA	NA	143.997852	NA	NA	NA
776233	-146.825	66.475	NA	NA	149.706723	NA	NA	NA
776266	-145.175	66.475	NA	NA	148.81079	NA	NA	NA
776267	-145.125	66.475	NA	NA	148.792463	NA	NA	NA
776268	-145.075	66.475	135.530652	130.064316	148.785412	13.25476	18.721096	NA
776269	-145.025	66.475	NA	NA	130.302011	NA	NA	NA
780497	66.375	66.475	126.720789	126.030971	146.171455	19.450667	20.140484	NA
780498	66.425	66.475	126.845118	126.518096	146.202413	19.357295	19.684317	NA
782745	-147.225	66.425	NA	NA	136.885725	NA	NA	NA
782746	-147.175	66.425	NA	NA	137.455781	NA	NA	NA
782747	-147.125	66.425	135.348708	131.946524	149.763058	14.41435	17.816534	NA
782748	-147.075	66.425	136.12496	132.718109	149.747173	13.622213	17.029064	NA
782789	-145.025	66.425	133.886729	136.531889	148.781729	14.895	12.24984	NA
782790	-144.975	66.425	134.176615	137.729769	148.769731	14.593116	11.039962	NA
782791	-144.925	66.425	133.867036	140.314553	148.764719	14.897683	8.450166	NA
782792	-144.875	66.425	135.433281	137.986456	148.759091	13.32581	10.772635	NA
787015	66.275	66.425	127.130411	124.850723	146.091504	18.961093	21.240781	NA
787016	66.325	66.425	126.886846	126.528642	146.138746	19.2519	19.610104	NA
787017	66.375	66.425	126.720789	126.030971	146.164208	19.443419	20.133236	NA
789259	-147.525	66.375	NA	NA	129.537119	NA	NA	NA
789260	-147.475	66.375	136.55597	129.957683	134.906885	-1.649086	4.949201	NA
789261	-147.425	66.375	136.057115	130.096389	149.875185	13.818071	19.778797	NA
789262	-147.375	66.375	134.952472	133.933809	137.460657	2.508185	3.526847	NA
789263	-147.325	66.375	NA	NA	149.837309	NA	NA	NA
789264	-147.275	66.375	NA	NA	137.0744	NA	NA	NA
789265	-147.225	66.375	135.82859	126.884508	149.791126	13.962535	22.906618	NA
789312	-144.875	66.375	134.230266	137.249953	148.754685	14.524419	11.504732	NA
789313	-144.825	66.375	137.164352	135.593271	130.283076	-6.881277	-5.310196	NA
793535	66.275	66.375	127.085407	124.080397	146.081952	18.996545	22.001555	NA
795776	-147.675	66.325	137.318327	132.052809	134.498637	-2.81969	2.445828	NA
795777	-147.625	66.325	136.5601	129.04903	149.916433	13.356333	20.867402	NA
795778	-147.575	66.325	NA	NA	149.898035	NA	NA	NA
795779	-147.525	66.325	NA	NA	149.891343	NA	NA	NA
795833	-144.825	66.325	137.12876	135.57587	148.747545	11.618785	13.171675	NA
795834	-144.775	66.325	135.289103	136.368459	148.741352	13.452249	12.372893	NA
800053	66.175	66.325	125.223317	123.012347	146.033284	20.809967	23.020936	NA
800054	66.225	66.325	126.554641	124.171753	146.059485	19.504843	21.887732	NA
800055	66.275	66.325	127.515024	124.655237	155.350145	27.835121	30.694907	NA
802287	-148.125	66.275	NA	NA	133.333166	NA	NA	NA
802288	-148.075	66.275	136.655346	130.426038	149.99357	13.338224	19.567532	NA
802289	-148.025	66.275	135.997663	129.866027	149.976742	13.979079	20.110714	NA
802292	-147.875	66.275	135.577377	122.596342	127.301221	-8.276157	4.704879	NA
802293	-147.825	66.275	NA	NA	149.951293	NA	NA	NA
802294	-147.775	66.275	NA	NA	129.249339	NA	NA	NA
802295	-147.725	66.275	NA	NA	149.900872	NA	NA	NA
802296	-147.675	66.275	137.318327	132.052809	149.878806	12.560479	17.825997	NA
802354	-144.775	66.275	134.451163	136.014	128.235573	-6.21559	-7.778427	NA
802355	-144.725	66.275	NA	NA	148.736567	NA	NA	NA
802356	-144.675	66.275	NA	NA	129.551233	NA	NA	NA
806570	66.025	66.275	126.810299	126.416401	145.89194	19.08164	19.475538	NA
806571	66.075	66.275	126.734212	126.236138	145.900808	19.166597	19.66467	NA
806572	66.125	66.275	126.866073	125.971135	145.921669	19.055596	19.950534	NA
806573	66.175	66.275	NA	NA	153.912852	NA	NA	NA
808799	-148.525	66.225	136.245044	128.630311	135.411674	-0.83337	6.781363	NA
808800	-148.475	66.225	136.136462	131.096378	131.148896	-4.987566	0.052518	NA
808801	-148.425	66.225	136.732876	134.769747	135.758117	-0.974759	0.988369	NA
808802	-148.375	66.225	NA	NA	135.588049	NA	NA	NA
808803	-148.325	66.225	NA	NA	135.785693	NA	NA	NA
808804	-148.275	66.225	136.656898	129.700397	150.042759	13.38586	20.342362	NA
808805	-148.225	66.225	135.714394	129.323379	150.015629	14.301234	20.692249	NA
808806	-148.175	66.225	135.859841	127.620477	150.014806	14.154965	22.394329	NA
808807	-148.125	66.225	136.565204	130.68007	150.006184	13.44098	19.326114	NA
808809	-148.025	66.225	135.726004	130.243407	141.906417	6.180413	11.66301	NA
808810	-147.975	66.225	135.86206	129.864707	149.971232	14.109172	20.106526	NA
808811	-147.925	66.225	136.139365	126.561854	149.955749	13.816384	23.393895	NA
808812	-147.875	66.225	135.8298	124.115931	149.951402	14.121601	25.835471	NA
808876	-144.675	66.225	NA	NA	148.712902	NA	NA	NA
808877	-144.625	66.225	133.78883	137.163779	125.558949	-8.229881	-11.60483	NA
813087	65.875	66.225	127.19247	124.697935	145.849732	18.657262	21.151797	NA
813088	65.925	66.225	126.943038	124.654524	145.859012	18.915974	21.204488	NA
